num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint,anio
9180,7,2016,13,3,1,109,1,1,99,2,9,2,4,999,99,9999,5,1,1,2,3,2,6,2,1,2016
9181,7,2016,13,3,1,109,1,1,99,2,52,1,4,999,99,9999,5,9,9,11,3,2,6,2,1,2016
9182,7,2016,4,3,1,509,5,2,99,1,47,1,13,999,99,9999,5,8,8,10,1,1,6,2,2,2016
9183,7,2016,18,3,1,1229,12,2,99,2,24,1,4,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9184,7,2016,0,3,1,1601,16,1,99,1,999,9,4,999,99,9999,5,16,12,18,1,1,6,2,2,2016
9185,7,2016,14,3,1,205,2,2,99,2,8,2,4,6,1,9999,5,1,1,2,3,2,6,2,1,2016
9186,7,2016,22,3,1,1804,18,2,99,1,28,1,99,999,99,9999,5,4,4,6,4,3,6,2,1,2016
9187,7,2016,8,3,1,704,7,2,99,1,73,1,1,999,99,9999,5,13,11,15,2,1,6,2,1,2016
9188,7,2016,17,3,1,701,7,2,99,2,23,1,18,999,1,9999,5,3,3,5,3,2,6,2,2,2016
9189,8,2016,16,3,2,1101,11,1,99,1,16,2,14,6,1,2006,5,2,2,4,3,2,4,2,1,2016
9190,8,2016,2,3,2,710,7,2,99,1,30,1,4,27,4,9999,5,5,5,7,1,1,6,2,1,2016
9191,9,2016,18,3,3,101,1,1,4,1,55,1,12,30,1,1995,5,10,10,12,4,3,3,2,1,2016
9192,9,2016,10,3,3,101,1,1,12,1,79,1,3,48,4,2013,5,14,11,16,2,1,5,2,1,2016
9193,9,2016,21,3,3,109,1,1,99,2,23,1,4,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9194,9,2016,21,3,3,101,1,1,7,1,24,1,99,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9195,9,2016,23,3,3,117,1,1,99,1,22,1,1,69,2,2004,5,3,3,5,4,3,4,2,1,2016
9196,9,2016,13,3,3,608,6,2,99,1,85,1,5,30,2,2001,5,15,11,17,3,2,4,1,2,2016
9197,9,2016,17,3,3,903,9,2,99,1,52,1,1,999,99,9999,5,9,9,11,3,2,6,1,2,2016
9198,10,2016,7,3,4,101,1,1,18,1,16,2,4,999,99,9999,5,2,2,4,2,1,6,2,1,2016
9199,10,2016,4,3,4,101,1,1,10,1,18,1,4,999,99,9999,5,2,2,4,1,1,6,2,1,2016
9200,10,2016,12,3,4,101,1,1,14,1,75,1,99,999,99,9999,5,14,11,16,3,2,6,2,1,2016
9201,10,2016,21,3,4,101,1,1,11,1,20,1,4,6,10,2005,5,3,3,5,4,3,4,2,1,2016
9202,10,2016,21,3,4,101,1,1,11,2,17,2,4,6,10,2005,5,2,2,4,4,3,4,2,1,2016
9203,10,2016,21,3,4,101,1,1,11,2,2,2,4,6,10,2005,5,1,1,1,4,3,4,2,1,2016
9204,10,2016,21,3,4,101,1,1,11,2,25,1,4,6,10,2005,5,4,4,6,4,3,4,2,1,2016
9205,10,2016,17,3,4,1601,16,2,99,1,28,1,99,999,99,9999,5,4,4,6,3,2,6,2,1,2016
9206,10,2016,14,3,4,1506,15,2,99,1,80,1,4,999,4,2011,5,15,11,17,3,2,5,2,1,2016
9207,10,2016,7,3,4,415,4,2,99,1,13,2,99,999,99,9999,5,1,1,3,2,1,6,1,2,2016
9208,11,2016,20,3,5,101,1,1,9,1,40,1,99,999,6,9999,5,7,7,9,4,3,6,1,2,2016
9209,11,2016,19,3,5,101,1,1,1,1,31,1,99,999,99,9999,5,5,5,7,4,3,6,2,1,2016
9210,11,2016,19,3,5,107,1,2,99,1,28,1,99,999,99,9999,5,4,4,6,4,3,6,1,2,2016
9211,11,2016,19,3,5,109,1,1,99,2,24,1,1,69,6,9999,5,3,3,5,4,3,6,2,1,2016
9212,11,2016,16,3,5,117,1,1,99,1,13,2,1,56,2,9999,5,1,1,3,3,2,6,2,1,2016
9213,11,2016,20,3,5,117,1,1,99,1,999,9,99,999,6,9999,5,16,12,18,4,3,6,1,2,2016
9214,11,2016,17,3,5,2001,20,1,99,1,58,1,4,67,1,2012,5,10,10,12,3,2,5,2,1,2016
9215,11,2016,17,3,5,2001,20,1,99,2,4,2,4,67,1,2012,5,1,1,1,3,2,5,2,1,2016
9216,11,2016,16,3,5,501,5,2,99,1,18,1,99,999,99,9999,5,2,2,4,3,2,6,2,1,2016
9217,11,2016,16,3,5,501,5,2,99,1,18,1,99,999,99,9999,5,2,2,4,3,2,6,2,1,2016
9218,11,2016,17,3,5,506,5,2,99,1,21,1,99,999,99,9999,5,3,3,5,3,2,6,1,2,2016
9219,11,2016,21,3,5,1301,13,1,99,2,53,1,4,27,1,9999,5,9,9,11,4,3,6,2,1,2016
9220,11,2016,21,3,5,1301,13,1,99,1,73,1,4,27,1,9999,5,13,11,15,4,3,6,2,1,2016
9221,11,2016,7,3,5,308,3,2,99,1,21,1,99,999,99,9999,5,3,3,5,2,1,6,2,1,2016
9222,12,2016,0,3,6,101,1,1,1,2,17,2,4,999,99,9999,5,2,2,4,1,1,6,2,2,2016
9223,12,2016,23,3,6,101,1,1,3,1,37,1,99,999,99,9999,5,6,6,8,4,3,6,2,1,2016
9224,12,2016,15,3,6,101,1,1,1,1,19,1,99,999,99,9999,5,2,2,4,3,2,6,2,1,2016
9225,12,2016,15,3,6,101,1,1,1,2,20,1,99,999,99,9999,5,3,3,5,3,2,6,2,1,2016
9226,12,2016,21,3,6,109,1,1,99,1,24,1,99,999,99,9999,5,3,3,5,4,3,6,1,2,2016
9227,12,2016,11,3,6,802,8,1,99,1,12,2,3,69,2,9999,5,1,1,3,2,1,6,2,1,2016
9228,12,2016,22,3,6,1711,17,2,99,2,46,1,4,18,1,9999,5,8,8,10,4,3,6,2,1,2016
9229,12,2016,17,3,6,312,3,2,99,2,56,1,1,69,3,2003,5,10,10,12,3,2,4,2,1,2016
9230,12,2016,17,3,6,312,3,2,99,2,66,1,1,69,3,2003,5,12,11,14,3,2,4,2,1,2016
9231,12,2016,17,3,6,312,3,2,99,2,57,1,1,69,3,2003,5,10,10,12,3,2,4,2,1,2016
9232,12,2016,17,3,6,312,3,2,99,2,87,1,1,69,3,2003,5,15,11,17,3,2,4,2,1,2016
9233,13,2016,1,3,7,101,1,1,17,1,45,1,99,999,99,9999,5,8,8,10,1,1,6,1,2,2016
9234,13,2016,22,3,7,101,1,1,6,1,40,1,99,999,99,9999,5,7,7,9,4,3,6,1,2,2016
9235,13,2016,19,3,7,101,1,1,7,2,60,1,99,999,99,9999,5,11,11,13,4,3,6,1,2,2016
9236,13,2016,7,3,7,112,1,2,99,1,27,1,12,999,99,9999,5,4,4,6,2,1,6,2,1,2016
9237,13,2016,7,3,7,117,1,1,99,2,76,1,99,999,99,9999,5,14,11,16,2,1,6,1,2,2016
9238,13,2016,8,3,7,117,1,1,99,2,65,1,99,999,99,9999,5,12,11,14,2,1,6,1,2,2016
9239,13,2016,18,3,7,117,1,1,99,1,22,1,99,56,3,1993,5,3,3,5,4,3,3,2,1,2016
9240,13,2016,7,3,7,1901,19,2,99,1,18,1,99,999,99,9999,5,2,2,4,2,1,6,2,1,2016
9241,13,2016,7,3,7,1901,19,2,99,1,16,2,99,999,99,9999,5,2,2,4,2,1,6,2,1,2016
9242,13,2016,7,3,7,501,5,2,99,1,15,2,99,999,99,9999,5,2,2,4,2,1,6,2,1,2016
9243,13,2016,19,3,7,1106,11,2,99,2,65,1,4,43,5,9999,5,12,11,14,4,3,6,2,2,2016
9244,13,2016,19,3,7,1106,11,2,99,2,10,2,4,43,5,9999,5,1,1,3,4,3,6,2,2,2016
9245,13,2016,17,3,7,901,9,1,99,2,6,2,1,48,2,9999,5,1,1,2,3,2,6,2,1,2016
9246,13,2016,12,3,7,901,9,1,99,2,63,1,4,45,5,9999,5,11,11,13,3,2,6,2,2,2016
9247,13,2016,22,3,7,1219,12,2,99,2,22,1,4,67,4,2015,5,3,3,5,4,3,5,2,1,2016
9248,13,2016,22,3,7,1215,12,1,99,1,20,1,14,6,1,2005,5,3,3,5,4,3,4,2,1,2016
9249,13,2016,21,3,7,1616,16,2,99,1,56,1,4,999,99,9999,5,10,10,12,4,3,6,2,1,2016
9250,13,2016,21,3,7,1710,17,2,99,1,63,1,4,999,99,9999,5,11,11,13,4,3,6,1,2,2016
9251,13,2016,13,3,7,415,4,2,99,1,15,2,99,999,99,9999,5,2,2,4,3,2,6,2,1,2016
9252,14,2016,1,3,1,101,1,1,6,1,40,1,99,999,99,9999,5,7,7,9,1,1,6,1,2,2016
9253,14,2016,23,3,1,101,1,1,7,1,16,2,99,999,99,9999,5,2,2,4,4,3,6,2,1,2016
9254,14,2016,18,3,1,110,1,2,99,1,6,2,4,999,5,9999,5,1,1,2,4,3,6,2,1,2016
9255,14,2016,20,3,1,109,1,1,99,1,16,2,3,48,1,2008,5,2,2,4,4,3,4,2,1,2016
9256,14,2016,22,3,1,117,1,1,99,1,21,1,99,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9257,14,2016,7,3,1,1905,19,2,99,1,19,1,1,48,11,2007,5,2,2,4,2,1,4,2,1,2016
9258,15,2016,16,3,2,101,1,1,18,2,25,1,4,6,3,2016,5,4,4,6,3,2,5,2,1,2016
9259,15,2016,1,3,2,101,1,1,7,1,16,2,99,999,4,9999,5,2,2,4,1,1,6,2,1,2016
9260,15,2016,7,3,2,109,1,1,99,2,41,1,1,999,99,9999,5,7,7,9,2,1,6,2,1,2016
9261,15,2016,13,3,2,1001,10,2,99,1,22,1,13,999,99,9999,5,3,3,5,3,2,6,1,2,2016
9262,15,2016,7,3,2,1010,10,2,99,2,70,1,99,999,99,9999,5,13,11,15,2,1,6,2,1,2016
9263,15,2016,20,3,2,1102,11,2,99,1,40,1,99,999,99,9999,5,7,7,9,4,3,6,1,2,2016
9264,15,2016,19,3,2,1108,11,2,99,2,52,1,99,999,99,9999,5,9,9,11,4,3,6,2,1,2016
9265,15,2016,19,3,2,1108,11,2,99,2,15,2,99,999,99,9999,5,2,2,4,4,3,6,2,1,2016
9266,15,2016,20,3,2,1217,12,2,99,1,36,1,99,999,99,9999,5,6,6,8,4,3,6,1,2,2016
9267,15,2016,20,3,2,1420,14,1,99,1,54,1,99,999,99,9999,5,9,9,11,4,3,6,1,2,2016
9268,16,2016,22,3,3,101,1,1,3,2,49,1,99,999,99,9999,5,8,8,10,4,3,6,2,1,2016
9269,16,2016,12,3,3,102,1,2,99,2,68,1,99,999,99,9999,5,12,11,14,3,2,6,1,2,2016
9270,16,2016,13,3,3,101,1,1,12,1,38,1,99,999,99,9999,5,6,6,8,3,2,6,2,1,2016
9271,16,2016,14,3,3,101,1,1,7,1,51,1,99,999,99,9999,5,9,9,11,3,2,6,2,1,2016
9272,16,2016,15,3,3,101,1,1,11,1,12,2,4,18,5,2013,5,1,1,3,3,2,5,2,1,2016
9273,16,2016,15,3,3,101,1,1,11,1,17,2,4,18,5,2013,5,2,2,4,3,2,5,2,1,2016
9274,16,2016,2,3,3,901,9,1,99,1,26,1,4,32,5,2014,5,4,4,6,1,1,5,2,1,2016
9275,16,2016,12,3,3,1709,17,2,99,2,15,2,1,48,5,2000,5,2,2,4,3,2,4,1,2,2016
9276,16,2016,15,3,3,1415,14,2,99,1,16,2,4,6,99,9999,5,2,2,4,3,2,6,2,1,2016
9277,17,2016,16,3,4,101,1,1,21,1,60,1,12,999,3,9999,5,11,11,13,3,2,6,2,1,2016
9278,17,2016,20,3,4,1905,19,2,99,1,18,1,6,19,3,2006,5,2,2,4,4,3,4,2,1,2016
9279,17,2016,0,3,4,1801,18,2,99,1,40,1,99,999,99,9999,5,7,7,9,1,1,6,1,2,2016
9280,18,2016,21,3,5,2101,21,2,99,2,65,1,4,67,3,9999,5,12,11,14,4,3,6,1,2,2016
9281,18,2016,16,3,5,917,9,2,99,1,35,1,12,49,2,1994,5,6,6,8,3,2,3,2,2,2016
9282,18,2016,0,3,5,1614,16,2,99,1,35,1,99,999,99,9999,5,6,6,8,1,1,6,2,1,2016
9283,18,2016,10,3,5,1413,14,2,99,1,19,1,14,6,1,2012,5,2,2,4,2,1,5,2,1,2016
9284,18,2016,4,3,5,717,7,2,99,1,999,9,5,999,99,9999,5,16,12,18,1,1,6,2,1,2016
9285,18,2016,6,3,5,406,4,2,99,1,999,9,3,999,1,9999,5,16,12,18,2,1,6,1,2,2016
9286,19,2016,20,3,6,101,1,1,3,2,36,1,99,999,99,9999,5,6,6,8,4,3,6,2,1,2016
9287,19,2016,22,3,6,101,1,1,1,2,21,1,1,69,2,1995,5,3,3,5,4,3,3,2,1,2016
9288,19,2016,22,3,6,101,1,1,3,2,32,1,3,31,4,2013,5,5,5,7,4,3,5,2,1,2016
9289,19,2016,6,3,6,101,1,1,18,2,55,1,3,10,6,1995,5,10,10,12,2,1,3,2,1,2016
9290,19,2016,6,3,6,101,1,1,18,2,32,1,3,10,6,1995,5,5,5,7,2,1,3,2,1,2016
9291,19,2016,6,3,6,101,1,1,18,2,31,1,3,10,6,1995,5,5,5,7,2,1,3,2,1,2016
9292,19,2016,6,3,6,101,1,1,18,2,45,1,3,10,6,1995,5,8,8,10,2,1,3,2,1,2016
9293,19,2016,6,3,6,101,1,1,18,2,29,1,3,10,6,1995,5,4,4,6,2,1,3,2,1,2016
9294,19,2016,6,3,6,101,1,1,18,2,47,1,3,10,6,1995,5,8,8,10,2,1,3,2,1,2016
9295,19,2016,6,3,6,101,1,1,18,2,39,1,3,10,6,1995,5,6,6,8,2,1,3,2,1,2016
9296,19,2016,22,3,6,107,1,2,99,1,17,2,1,999,99,9999,5,2,2,4,4,3,6,2,1,2016
9297,19,2016,20,3,6,106,1,2,99,2,39,1,4,999,99,9999,5,6,6,8,4,3,6,2,1,2016
9298,19,2016,2,3,6,101,1,1,11,1,28,1,99,999,99,9999,5,4,4,6,1,1,6,1,2,2016
9299,19,2016,20,3,6,109,1,1,99,2,21,1,1,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9300,19,2016,16,3,6,1905,19,2,99,2,40,1,99,999,99,9999,5,7,7,9,3,2,6,2,1,2016
9301,19,2016,4,3,6,510,5,2,99,1,28,1,99,999,99,9999,5,4,4,6,1,1,6,1,2,2016
9302,19,2016,19,3,6,506,5,2,99,2,14,2,99,999,99,9999,5,1,1,3,4,3,6,1,2,2016
9303,19,2016,9,3,6,806,8,2,99,1,16,2,5,999,99,9999,5,2,2,4,2,1,6,2,1,2016
9304,19,2016,20,3,6,1613,16,2,99,1,30,1,9,999,99,9999,5,5,5,7,4,3,6,2,1,2016
9305,19,2016,20,3,6,201,2,2,99,2,26,1,3,999,1,9999,5,4,4,6,4,3,6,2,2,2016
9306,19,2016,20,3,6,201,2,2,99,2,4,2,3,999,1,9999,5,1,1,1,4,3,6,2,2,2016
9307,19,2016,16,3,6,412,4,2,99,1,2,2,3,69,11,9999,5,1,1,1,3,2,6,2,1,2016
9308,19,2016,1,3,6,301,3,2,99,2,25,1,14,6,4,2005,5,4,4,6,1,1,4,2,1,2016
9309,20,2016,16,3,7,101,1,1,2,2,26,1,1,999,99,9999,5,4,4,6,3,2,6,2,1,2016
9310,20,2016,21,3,7,101,1,1,2,1,13,2,2,27,4,2000,5,1,1,3,4,3,4,2,1,2016
9311,20,2016,13,3,7,101,1,1,7,1,26,1,1,48,11,2011,5,4,4,6,3,2,5,2,1,2016
9312,20,2016,13,3,7,101,1,1,7,1,29,1,1,48,11,2011,5,4,4,6,3,2,5,2,1,2016
9313,20,2016,3,3,7,501,5,1,99,2,20,1,4,32,1,2013,5,3,3,5,1,1,5,2,1,2016
9314,20,2016,11,3,7,501,5,2,99,1,13,2,5,999,99,9999,5,1,1,3,2,1,6,1,2,2016
9315,20,2016,19,3,7,1310,13,2,99,1,32,1,5,999,99,9999,5,5,5,7,4,3,6,1,2,2016
9316,20,2016,7,3,7,1401,14,2,99,2,80,1,4,53,3,2007,5,15,11,17,2,1,4,1,2,2016
9317,20,2016,18,3,7,1413,14,2,99,2,6,2,4,103,2,9999,5,1,1,2,4,3,6,2,1,2016
9318,20,2016,23,3,7,702,7,2,99,1,35,1,1,56,11,9999,5,6,6,8,4,3,6,2,2,2016
9319,20,2016,21,3,7,302,3,2,99,1,22,1,1,28,99,2005,5,3,3,5,4,3,4,2,1,2016
9320,21,2016,20,3,1,1901,19,2,99,1,26,1,1,69,2,2015,5,4,4,6,4,3,5,2,1,2016
9321,21,2016,1,3,1,1004,10,1,99,1,12,2,3,69,2,2014,5,1,1,3,1,1,5,2,1,2016
9322,21,2016,15,3,1,1401,14,1,99,2,42,1,3,69,6,1994,5,7,7,9,3,2,3,2,1,2016
9323,22,2016,21,3,2,101,1,1,11,1,999,9,99,999,99,9999,5,16,12,18,4,3,6,1,2,2016
9324,22,2016,8,3,2,101,1,1,19,2,24,1,99,999,99,9999,5,3,3,5,2,1,6,2,1,2016
9325,22,2016,12,3,2,1905,19,2,99,2,82,1,4,76,99,9999,5,15,11,17,3,2,6,2,1,2016
9326,22,2016,10,3,2,511,5,2,99,1,35,1,1,41,4,2016,5,6,6,8,2,1,5,2,1,2016
9327,22,2016,10,3,2,504,5,2,99,1,38,1,99,999,99,9999,5,6,6,8,2,1,6,2,1,2016
9328,22,2016,16,3,2,1601,16,1,99,2,10,2,3,999,3,9999,5,1,1,3,3,2,6,2,1,2016
9329,22,2016,8,3,2,1712,17,2,99,1,75,1,99,999,99,9999,5,14,11,16,2,1,6,2,1,2016
9330,23,2016,22,3,3,101,1,1,12,2,999,9,1,69,9,2004,5,16,12,18,4,3,4,2,1,2016
9331,23,2016,0,3,3,109,1,1,99,2,19,1,7,999,99,9999,5,2,2,4,1,1,6,2,1,2016
9332,23,2016,22,3,3,117,1,1,99,1,26,1,1,48,4,2003,5,4,4,6,4,3,4,1,2,2016
9333,23,2016,19,3,3,1901,19,2,99,1,24,1,4,999,99,9999,5,3,3,5,4,3,6,1,2,2016
9334,23,2016,19,3,3,1901,19,2,99,1,16,2,4,999,99,9999,5,2,2,4,4,3,6,2,1,2016
9335,23,2016,17,3,3,1101,11,1,99,1,4,2,4,32,3,2013,5,1,1,1,3,2,5,2,1,2016
9336,23,2016,11,3,3,1101,11,2,99,1,50,1,99,999,99,9999,5,9,9,11,2,1,6,2,1,2016
9337,23,2016,11,3,3,701,7,2,99,1,59,1,5,26,2,2000,5,10,10,12,2,1,4,2,1,2016
9338,24,2016,21,3,4,501,5,1,99,2,7,2,2,999,99,9999,5,1,1,2,4,3,6,2,1,2016
9339,24,2016,19,3,4,1101,11,1,99,1,21,1,99,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9340,24,2016,19,3,4,1101,11,1,99,1,29,1,99,999,99,9999,5,4,4,6,4,3,6,2,1,2016
9341,24,2016,18,3,4,1104,11,2,99,1,55,1,3,69,9,2000,5,10,10,12,4,3,4,2,2,2016
9342,24,2016,7,3,4,1217,12,2,99,1,79,1,99,999,99,9999,5,14,11,16,2,1,6,1,2,2016
9343,24,2016,11,3,4,1316,13,1,99,1,44,1,14,6,7,9999,5,7,7,9,2,1,6,2,2,2016
9344,24,2016,17,3,4,205,2,2,99,1,67,1,99,999,99,9999,5,12,11,14,3,2,6,1,2,2016
9345,24,2016,19,3,4,403,4,1,99,2,16,2,4,27,1,9999,5,2,2,4,4,3,6,2,1,2016
9346,24,2016,20,3,4,308,3,2,99,1,25,1,99,999,99,9999,5,4,4,6,4,3,6,2,1,2016
9347,24,2016,7,3,4,301,3,2,99,1,48,1,4,18,1,9999,5,8,8,10,2,1,6,2,1,2016
9348,25,2016,0,3,5,513,5,2,99,1,75,1,4,6,3,9999,5,14,11,16,1,1,6,2,1,2016
9349,25,2016,16,3,5,1501,15,2,99,1,26,1,4,67,1,9999,5,4,4,6,3,2,6,2,1,2016
9350,25,2016,16,3,5,1501,15,2,99,2,11,2,4,67,1,9999,5,1,1,3,3,2,6,2,1,2016
9351,25,2016,19,3,5,1507,15,2,99,1,14,2,4,67,5,9999,5,1,1,3,4,3,6,2,1,2016
9352,25,2016,19,3,5,1507,15,2,99,1,13,2,4,67,5,9999,5,1,1,3,4,3,6,2,1,2016
9353,25,2016,19,3,5,1412,14,1,99,2,13,2,3,17,5,9999,5,1,1,3,4,3,6,2,1,2016
9354,25,2016,19,3,5,1412,14,1,99,2,36,1,3,17,5,9999,5,6,6,8,4,3,6,2,1,2016
9355,25,2016,19,3,5,1412,14,1,99,1,38,1,3,17,5,9999,5,6,6,8,4,3,6,2,1,2016
9356,26,2016,19,3,6,105,1,2,99,1,74,1,4,6,1,2008,5,13,11,15,4,3,4,2,2,2016
9357,26,2016,19,3,6,2206,22,2,99,1,23,1,3,69,4,9999,5,3,3,5,4,3,6,1,2,2016
9358,26,2016,19,3,6,2206,22,2,99,1,32,1,3,69,4,9999,5,5,5,7,4,3,6,1,2,2016
9359,26,2016,19,3,6,2102,21,2,99,1,30,1,4,32,5,9999,5,5,5,7,4,3,6,2,2,2016
9360,26,2016,19,3,6,2102,21,2,99,1,49,1,4,32,5,9999,5,8,8,10,4,3,6,2,2,2016
9361,26,2016,19,3,6,2102,21,2,99,1,62,1,4,32,5,9999,5,11,11,13,4,3,6,2,2,2016
9362,26,2016,19,3,6,2102,21,2,99,1,81,1,4,32,5,9999,5,15,11,17,4,3,6,2,2,2016
9363,26,2016,19,3,6,2102,21,2,99,1,15,2,4,32,5,9999,5,2,2,4,4,3,6,2,2,2016
9364,26,2016,19,3,6,2102,21,2,99,1,54,1,4,32,5,9999,5,9,9,11,4,3,6,2,2,2016
9365,26,2016,19,3,6,2102,21,2,99,1,35,1,4,32,5,9999,5,6,6,8,4,3,6,2,2,2016
9366,26,2016,23,3,6,509,5,1,99,1,35,1,1,999,99,9999,5,6,6,8,4,3,6,2,1,2016
9367,26,2016,22,3,6,1613,16,2,99,1,48,1,4,6,5,2014,5,8,8,10,4,3,5,2,1,2016
9368,26,2016,15,3,6,701,7,2,99,1,45,1,2,999,4,9999,5,8,8,10,3,2,6,2,1,2016
9369,26,2016,14,3,6,407,4,2,99,1,14,2,1,48,4,1990,5,1,1,3,3,2,3,2,1,2016
9370,26,2016,3,3,6,416,4,2,99,1,45,1,99,999,99,9999,5,8,8,10,1,1,6,1,2,2016
9371,26,2016,8,3,6,416,4,2,99,1,50,1,1,999,99,9999,5,9,9,11,2,1,6,1,2,2016
9372,27,2016,13,3,7,101,1,1,10,1,89,1,99,999,99,9999,5,15,11,17,3,2,6,1,2,2016
9373,27,2016,20,3,7,2007,20,2,99,1,12,2,99,999,99,9999,5,1,1,3,4,3,6,2,1,2016
9374,27,2016,6,3,7,513,5,2,99,1,34,1,99,999,99,9999,5,5,5,7,2,1,6,1,2,2016
9375,27,2016,20,3,7,1219,12,2,99,2,44,1,1,48,4,9999,5,7,7,9,4,3,6,2,1,2016
9376,27,2016,20,3,7,1219,12,2,99,2,37,1,1,48,4,9999,5,6,6,8,4,3,6,2,1,2016
9377,27,2016,17,3,7,805,8,1,99,2,999,1,3,999,99,9999,5,16,12,18,3,2,6,2,1,2016
9378,27,2016,23,3,7,1805,18,2,99,1,21,1,99,999,99,9999,5,3,3,5,4,3,6,1,1,2016
9379,27,2016,18,3,7,1420,14,1,99,1,38,1,9,56,2,9999,5,6,6,8,4,3,6,2,1,2016
9380,28,2016,19,3,1,101,1,1,18,2,65,1,12,999,99,9999,5,12,11,14,4,3,6,2,1,2016
9381,28,2016,6,3,1,501,5,2,99,2,82,1,7,999,99,9999,5,15,11,17,2,1,6,1,2,2016
9382,28,2016,19,3,1,1001,10,1,99,1,55,1,99,999,99,9999,5,10,10,12,4,3,6,2,1,2016
9383,28,2016,15,3,1,1409,14,2,99,2,12,2,3,69,6,1999,5,1,1,3,3,2,3,2,1,2016
9384,29,2016,21,3,2,2007,20,1,99,2,18,1,4,999,99,9999,5,2,2,4,4,3,6,2,1,2016
9385,29,2016,21,3,2,509,5,2,99,1,21,1,3,17,2,2000,5,3,3,5,4,3,4,2,1,2016
9386,29,2016,6,3,2,901,9,1,99,1,24,1,9,69,3,2006,5,3,3,5,2,1,4,2,1,2016
9387,29,2016,11,3,2,1601,16,1,99,2,28,1,12,999,99,9999,5,4,4,6,2,1,6,2,1,2016
9388,29,2016,12,3,2,1601,16,1,99,1,15,2,2,999,99,9999,5,2,2,4,3,2,6,2,1,2016
9389,29,2016,21,3,2,701,7,2,99,1,2,2,99,999,99,9999,5,1,1,1,4,3,6,2,1,2016
9390,29,2016,16,3,2,401,4,1,99,1,60,1,1,999,5,9999,5,11,11,13,3,2,6,2,1,2016
9391,30,2016,10,3,3,101,1,1,1,1,6,2,1,10,2,2005,5,1,1,2,2,1,4,2,1,2016
9392,30,2016,15,3,3,1711,17,1,99,2,10,2,1,27,5,9999,5,1,1,3,3,2,6,2,1,2016
9393,30,2016,20,3,3,101,1,1,6,2,42,1,1,999,99,9999,5,7,7,9,4,3,6,2,1,2016
9394,30,2016,19,3,3,1601,16,1,99,1,34,1,99,999,99,9999,5,5,5,7,4,3,6,1,2,2016
9395,30,2016,17,3,3,704,7,1,99,2,4,2,4,999,99,9999,5,1,1,1,3,2,6,2,1,2016
9396,31,2016,12,3,4,107,1,2,99,1,64,1,13,116,7,9999,5,11,11,13,3,2,6,1,2,2016
9397,31,2016,17,3,4,101,1,1,7,2,23,1,1,28,2,2014,5,3,3,5,3,2,5,2,1,2016
9398,31,2016,13,3,4,1601,16,2,99,2,16,2,4,6,1,2012,5,2,2,4,3,2,5,2,1,2016
9399,31,2016,13,3,4,1601,16,2,99,2,18,1,4,6,1,2012,5,2,2,4,3,2,5,2,1,2016
9400,31,2016,22,3,4,1601,16,1,99,1,34,1,3,999,1,9999,5,5,5,7,4,3,6,2,1,2016
9401,31,2016,18,3,4,1601,16,2,99,1,35,1,99,999,99,9999,5,6,6,8,4,3,6,2,1,2016
9402,31,2016,22,3,4,1805,18,2,99,1,18,1,4,2,1,2012,5,2,2,4,4,3,5,2,2,2016
9403,31,2016,22,3,4,1805,18,2,99,2,23,1,4,2,1,2012,5,3,3,5,4,3,5,2,2,2016
9404,1,2016,7,4,5,101,1,1,12,1,21,1,99,999,99,9999,5,3,3,5,2,1,6,2,1,2016
9405,1,2016,23,4,5,101,1,1,12,1,60,1,99,999,99,9999,5,11,11,13,4,3,6,1,2,2016
9406,1,2016,23,4,5,101,1,1,12,1,6,2,99,999,99,9999,5,1,1,2,4,3,6,1,2,2016
9407,1,2016,13,4,5,111,1,2,99,1,50,1,6,19,7,9999,5,9,9,11,3,2,6,1,2,2016
9408,1,2016,21,4,5,114,1,2,99,1,999,1,12,999,99,9999,5,16,12,18,4,3,6,2,1,2016
9409,1,2016,13,4,5,1609,16,2,99,1,13,2,5,52,2,1996,5,1,1,3,3,2,3,2,1,2016
9410,1,2016,17,4,5,1613,16,2,99,2,39,1,4,27,5,9999,5,6,6,8,3,2,6,2,2,2016
9411,1,2016,20,4,5,701,7,2,99,1,38,1,99,999,99,9999,5,6,6,8,4,3,6,2,1,2016
9412,1,2016,8,4,5,309,3,2,99,1,22,1,1,56,11,1996,5,3,3,5,2,1,3,2,1,2016
9413,2,2016,19,4,6,101,1,1,18,1,24,1,4,999,99,9999,5,3,3,5,4,3,6,2,1,2016
9414,2,2016,9,4,6,107,1,1,99,1,11,2,1,10,8,2008,5,1,1,3,2,1,4,2,2,2016
9415,2,2016,13,4,6,101,1,1,16,1,60,1,4,999,99,9999,5,11,11,13,3,2,6,2,1,2016
